objective;p01rcy;p02rcy;p03rcy;p04rcy;totalspend;p05spend;p05trans;p06rcy;p07rcy;p08rcy;p09rcy;p09tenure;p11rcy;p12rcy;p13rcy;p14rcy;p14tenure;p15rcy;p16spend;p16rcy;p16tenure;p16trans;p17rcy;totaltrans;acffempar;acfhuswife;acflonepar;acftotmar;acfwchcom;afem40to44;afp1child;afp2child;ahh2fam;ahh6ppers;amtenglish;amtfrench;amtmultlin;amtnengnon;amtsingres;amtspanish;amttagalog;anfamrel;bcwmpaid;bdw46to60;bdw86to91;bdwmaint;bdwmajor;bdwminor;bdwperroom;betbritish;betenglish;betfrench;betmulti;betsingle;bfi20to35;bfi50plus;bfiinca;bfiincm;bfiu20;bfps;bfpshealth;bfpshuman;bfsllabf;bfslonepar;bfslplabf;bfsmlabf;bhi20to35;bhi50plus;bhiinca;bhiincm;bhiincs;bhiu20;bhlenglish;bhlfrench;bhlnonoff;bimprovres;bimuk;bincgovp;bineflow;bineflowp;binf30plus;binf7to15;binfinca;binfincm;binfincs;binhhlow;binhhlowp;binm15to30;binm30plus;binm7to15;binmfemina;binminca;binmincm;binmincs;bknenglish;bknfren;blfmaempl;blfmaunemr;blfmtempl;blfmtunemp;blfmtunemr;blftaempl;blfttempl;blfttunemr;bmoy1intep;bmoy5intep;bmoy5intrn;bmoy5mov;bmoy5non;bmps;bmpscomm;bmpseng;bmpshealth;bmpssocial;bndtallind;bndtbusser;bndtgovser;bocffabric;bocfmanage;bocfteach;bocmmanage;bocmscieng;bpwmcsd;bpwmpop;bpwmusual;brlanglic;brlcathol;brlprotest;brlrcathol;brlunited;bsl9to13nc;bslg9;bslnunivc;bslunivdeg;bslunivnc;bslunivnd;gender1;first_month;lowincome;highincome;gender2;productcount;productcount6;tenure;tf100;tf101;tf102;tf103;tf107;tf108;tf122;tf124;tf128;tf129;tf27;tf28;tf29;tf31;tf32;tf33;tf34;tf35;tf36;tf37;tf38;tf39;tf42;tf46;tf47;tf49;tf50;tf51;tf52;tf55;tf56;tf57;tf58;tf62;tf65;tf68;tf70;tf71;tf72;tf73;tf74;tf75;tf76;tf77;tf80;tf88;tf89;tf90;tf91;tf92;tf93;tf94;tf95;tf96;tf99;gender3
positive;0,00;0,99;0,91;0,00;734,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,99;12,00;0,12;0,86;0,12;0,77;0,04;0,02;0,04;0,04;0,00;0,03;0,74;0,10;0,04;0,02;0,96;0,00;0,00;0,02;0,24;0,07;0,11;0,58;0,12;0,30;0,40;0,14;0,09;0,18;0,34;0,65;0,23;0,34;41182,00;34496,00;0,27;0,10;0,01;0,00;0,09;0,11;0,09;0,70;0,25;0,26;36071,00;27932,00;2719,00;0,34;0,92;0,06;0,01;0,73;0,01;13,30;0,19;19,00;0,04;0,13;15184,00;10334,00;1329,00;0,84;23,30;0,09;0,10;0,08;32267,00;23230,00;16233,00;2038,00;0,84;0,01;0,18;7,50;0,23;0,03;11,10;0,33;0,44;9,80;0,00;0,12;0,28;0,50;0,37;0,12;0,01;0,00;0,00;0,02;0,48;0,02;0,06;0,00;0,01;0,01;0,02;0,01;0,17;0,22;0,21;0,03;0,53;0,33;0,45;0,19;0,25;0,10;0,12;0,07;0,03;0,04;1,00;33,00;0,00;0,00;0,00;8,00;4,00;142,00;0,03;0,01;0,76;0,06;0,08;3,13;0,06;0,17;0,01;11,00;0,97;0,49;0,19;0,07;0,05;0,03;0,00;0,00;0,00;20,00;23,00;16,00;0,32;0,31;0,13;0,07;0,18;0,10;0,08;0,12;0,38;0,20;0,17;0,18;0,02;1499,00;0,07;0,04;0,03;0,15;0,08;0,07;0,04;0,01;0,00;0,77;0,61;0,16;0,22;0,12;0,10;322,00;193,00;129,00;0,13;0,00
positive;0,00;0,00;0,99;0,00;1429,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,99;112,00;0,03;0,96;0,04;0,91;0,01;0,05;0,01;0,00;0,03;0,04;0,78;0,02;0,02;0,01;0,97;0,00;0,00;0,01;0,28;0,00;0,85;0,92;0,04;0,03;0,40;0,21;0,14;0,01;0,38;0,62;0,03;0,79;80149,00;76181,00;0,08;0,17;0,02;0,01;0,05;0,06;0,05;0,83;0,07;0,80;81966,00;75151,00;4929,00;0,04;0,85;0,00;0,08;0,53;0,07;4,20;0,05;5,10;0,12;0,04;27540,00;20559,00;3635,00;0,20;5,70;0,04;0,24;0,02;61061,00;52874,00;46508,00;3982,00;0,89;0,00;0,25;6,30;0,27;0,02;5,80;0,41;0,46;9,20;0,01;0,05;0,36;0,76;0,12;0,20;0,05;0,02;0,00;0,03;0,50;0,06;0,03;0,01;0,06;0,01;0,12;0,02;0,06;0,28;0,25;0,09;0,34;0,45;0,34;0,15;0,09;0,06;0,16;0,15;0,08;0,11;1,00;39,00;0,00;0,00;0,00;8,00;4,00;169,00;0,09;0,06;0,79;0,04;0,24;5,06;0,10;0,41;0,00;4,00;0,97;0,26;0,11;0,10;0,08;0,15;0,07;0,05;0,03;44,00;59,00;27,00;0,31;0,18;0,08;0,31;0,08;0,03;0,05;0,04;0,55;0,30;0,27;0,29;0,05;950,00;0,13;0,07;0,06;0,90;0,19;0,71;0,07;0,05;0,00;2,37;1,70;0,69;0,38;0,25;0,14;1425,00;1042,00;382,00;0,20;0,00
positive;0,00;0,00;0,00;0,00;2646,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,97;16,00;0,18;0,82;0,19;0,77;0,03;0,05;0,06;0,08;0,00;0,03;0,91;0,01;0,02;0,01;0,99;0,00;0,00;0,03;0,28;0,00;0,00;0,70;0,05;0,24;0,40;0,14;0,08;0,02;0,54;0,45;0,16;0,40;46925,00;47235,00;0,13;0,11;0,04;0,01;0,18;0,19;0,16;0,79;0,15;0,39;46654,00;47393,00;2186,00;0,14;0,98;0,00;0,02;0,90;0,01;7,40;0,10;9,50;0,05;0,10;16463,00;14262,00;1202,00;0,35;9,60;0,07;0,19;0,03;34020,00;29362,00;33048,00;1541,00;0,92;0,00;0,23;8,80;0,27;0,03;8,70;0,45;0,55;7,40;0,00;0,06;0,16;0,41;0,50;0,10;0,03;0,00;0,00;0,00;0,57;0,04;0,06;0,00;0,03;0,00;0,03;0,00;0,25;0,27;0,26;0,01;0,35;0,57;0,35;0,26;0,22;0,05;0,12;0,03;0,05;0,10;0,00;43,00;0,00;0,00;1,00;4,00;2,00;184,00;0,03;0,00;0,89;0,04;0,12;4,24;0,08;0,34;0,00;0,00;0,99;0,30;0,23;0,15;0,06;0,03;0,00;0,00;0,00;24,00;28,00;20,00;0,43;0,29;0,18;0,07;0,16;0,10;0,07;0,12;0,43;0,21;0,22;0,27;0,00;0,00;0,07;0,03;0,04;0,14;0,03;0,11;0,06;0,00;0,00;0,98;0,71;0,27;0,37;0,19;0,18;581,00;336,00;245,00;0,23;0,00
negative;0,00;0,00;0,00;0,00;95,00;0,27;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,99;24,00;0,00;1,00;0,04;0,96;0,00;0,06;0,00;0,00;0,04;0,04;0,79;0,00;0,01;0,00;1,00;0,01;0,00;0,03;0,28;0,00;0,08;0,85;0,00;0,12;0,30;0,17;0,09;0,00;0,24;0,65;0,00;1,00;145265,00;111658,00;0,00;0,24;0,10;0,02;0,00;0,00;0,00;0,88;0,08;0,92;139753,00;111742,00;15137,00;0,08;0,82;0,00;0,04;0,28;0,02;3,30;0,00;0,00;0,15;0,08;43423,00;25441,00;10382,00;0,00;0,00;0,02;0,26;0,04;0,00;72793,00;59807,00;9548,00;0,79;0,00;0,25;0,00;0,30;0,00;0,00;0,44;0,51;4,30;0,00;0,04;0,10;0,34;0,55;0,24;0,02;0,07;0,04;0,02;0,53;0,13;0,02;0,00;0,06;0,00;0,13;0,03;0,00;0,31;0,26;0,16;0,12;0,38;0,11;0,13;0,09;0,00;0,10;0,34;0,12;0,15;0,00;13,00;0,00;1,00;1,00;3,00;2,00;53,00;0,10;0,13;0,77;0,03;0,23;4,49;0,13;0,42;0,00;0,00;1,00;0,26;0,10;0,06;0,06;0,10;0,10;0,10;0,06;61,00;83,00;38,00;0,29;0,19;0,06;0,26;0,00;0,00;0,00;0,03;0,74;0,35;0,39;0,23;0,13;480,00;0,35;0,16;0,16;3,23;1,10;2,10;0,10;0,13;0,03;7,58;5,52;2,09;0,45;0,23;0,19;835,00;505,00;331,00;0,16;0,00
positive;0,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,99;17,00;0,05;0,95;0,05;0,92;0,02;0,07;0,02;0,03;0,00;0,03;0,88;0,01;0,01;0,01;0,99;0,00;0,00;0,01;0,30;0,00;0,00;0,68;0,04;0,29;0,40;0,19;0,15;0,02;0,54;0,46;0,03;0,91;98886,00;74280,00;0,03;0,22;0,07;0,02;0,07;0,07;0,06;0,87;0,03;0,88;97087,00;74684,00;13289,00;0,04;0,95;0,00;0,05;0,60;0,02;1,80;0,03;2,20;0,10;0,08;22978,00;14717,00;2336,00;0,10;3,20;0,03;0,25;0,03;66720,00;57076,00;46732,00;10606,00;0,83;0,00;0,26;3,10;0,30;0,02;5,20;0,46;0,57;4,20;0,01;0,08;0,13;0,33;0,63;0,22;0,07;0,03;0,01;0,01;0,59;0,01;0,05;0,00;0,01;0,04;0,09;0,03;0,28;0,30;0,30;0,13;0,28;0,56;0,27;0,18;0,13;0,01;0,12;0,23;0,09;0,16;0,00;2,00;0,00;0,00;1,00;3,00;3,00;7,00;0,09;0,08;0,87;0,05;0,16;4,21;0,14;0,45;0,00;0,00;0,99;0,31;0,10;0,09;0,10;0,09;0,08;0,03;0,03;44,00;63,00;24,00;0,40;0,28;0,10;0,29;0,08;0,03;0,05;0,05;0,60;0,31;0,29;0,30;0,03;1220,00;0,16;0,10;0,06;1,00;0,60;0,40;0,09;0,03;0,01;3,02;2,48;0,54;0,48;0,30;0,18;2010,00;1527,00;482,00;0,26;0,00
positive;0,00;0,96;0,98;0,00;361,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;20,00;0,13;0,84;0,16;0,78;0,03;0,06;0,03;0,03;0,03;0,06;0,76;0,03;0,03;0,03;0,97;0,01;0,01;0,03;0,26;0,00;0,00;0,61;0,00;0,42;0,50;0,11;0,10;0,02;0,33;0,57;0,23;0,30;45975,00;41006,00;0,10;0,11;0,04;0,00;0,20;0,20;0,20;0,77;0,23;0,39;48030,00;41158,00;4470,00;0,10;0,82;0,00;0,03;0,59;0,02;6,00;0,10;11,90;0,06;0,06;18484,00;14911,00;2102,00;0,43;12,40;0,04;0,15;0,04;29264,00;26608,00;30885,00;2795,00;0,83;0,00;0,18;15,40;0,23;0,03;12,50;0,36;0,44;13,30;0,00;0,03;0,08;0,41;0,41;0,08;0,02;0,00;0,00;0,02;0,50;0,02;0,06;0,03;0,03;0,02;0,00;0,02;0,20;0,23;0,20;0,04;0,26;0,36;0,26;0,16;0,26;0,03;0,12;0,03;0,00;0,04;0,00;38,00;0,00;0,00;0,00;5,00;4,00;164,00;0,02;0,02;0,88;0,05;0,15;4,24;0,10;0,27;0,00;0,00;0,98;0,37;0,22;0,10;0,05;0,05;0,00;0,00;0,00;24,00;28,00;18,00;0,37;0,34;0,17;0,10;0,17;0,10;0,07;0,10;0,32;0,15;0,17;0,22;0,00;0,00;0,05;0,02;0,00;0,07;0,05;0,00;0,02;0,00;0,00;0,57;0,46;0,11;0,24;0,15;0,12;388,00;284,00;104,00;0,15;1,00
positive;0,00;0,98;1,00;0,00;1610,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,97;76,00;0,06;0,93;0,07;0,92;0,00;0,04;0,03;0,03;0,03;0,01;0,86;0,02;0,00;0,00;1,00;0,00;0,00;0,02;0,31;0,74;0,00;0,72;0,00;0,27;0,40;0,34;0,26;0,02;0,34;0,66;0,04;0,84;109603,00;89029,00;0,00;0,21;0,05;0,01;0,07;0,06;0,06;0,80;0,04;0,79;106003,00;87634,00;7253,00;0,03;0,99;0,00;0,01;0,64;0,09;4,20;0,00;0,00;0,11;0,07;24496,00;18032,00;2304,00;0,09;2,70;0,04;0,28;0,02;80674,00;64842,00;50027,00;5943,00;0,89;0,00;0,28;2,90;0,33;0,01;3,70;0,48;0,59;6,10;0,00;0,00;0,16;0,29;0,64;0,24;0,06;0,03;0,02;0,04;0,62;0,07;0,03;0,01;0,02;0,03;0,10;0,03;0,07;0,33;0,31;0,27;0,21;0,61;0,19;0,19;0,15;0,02;0,14;0,24;0,07;0,12;1,00;46,00;0,00;1,00;0,00;5,00;3,00;197,00;0,10;0,08;0,81;0,05;0,20;4,51;0,14;0,44;0,00;1,00;0,99;0,27;0,14;0,10;0,07;0,12;0,06;0,04;0,05;50,00;69,00;27,00;0,34;0,24;0,07;0,26;0,06;0,02;0,04;0,05;0,62;0,32;0,30;0,26;0,06;702,00;0,20;0,12;0,10;1,08;0,45;0,63;0,08;0,07;0,03;2,84;2,31;0,55;0,42;0,26;0,17;1846,00;1262,00;585,00;0,19;0,00
negative;0,00;0,00;0,00;0,00;473,00;0,00;0,00;0,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;37,00;0,00;1,00;0,06;0,88;0,06;0,03;0,00;0,00;0,00;0,06;0,53;0,12;0,08;0,05;0,92;0,02;0,00;0,04;0,24;0,12;0,88;0,94;0,12;0,00;0,40;0,07;0,07;0,05;0,27;0,76;0,00;0,00;0,00;0,00;0,00;0,20;0,08;0,00;0,00;0,00;0,00;0,94;0,00;0,00;0,00;0,00;0,00;0,00;0,78;0,03;0,22;0,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,79;0,00;0,27;0,00;0,30;0,00;0,00;0,52;0,56;0,00;0,00;0,00;0,03;0,69;0,15;0,22;0,05;0,00;0,00;0,05;0,57;0,00;0,08;0,03;0,00;0,03;0,03;0,00;0,15;0,30;0,20;0,00;0,52;0,19;0,54;0,03;0,08;0,03;0,15;0,24;0,08;0,12;0,00;36,00;0,00;0,00;0,00;6,00;2,00;155,00;0,07;0,04;0,83;0,04;0,17;4,59;0,11;0,38;0,00;0,00;0,98;0,27;0,13;0,11;0,13;0,13;0,04;0,00;0,00;35,00;42,00;26,00;0,38;0,19;0,09;0,26;0,11;0,04;0,07;0,09;0,53;0,24;0,28;0,30;0,02;1822,00;0,08;0,04;0,04;0,10;0,06;0,06;0,04;0,02;0,00;1,87;1,54;0,33;0,36;0,21;0,15;697,00;494,00;202,00;0,21;1,00
positive;0,00;0,00;0,00;0,00;205,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,05;0,94;0,06;0,90;0,02;0,05;0,02;0,02;0,05;0,06;0,80;0,02;0,03;0,03;0,97;0,01;0,01;0,02;0,30;0,00;0,45;0,91;0,02;0,08;0,40;0,22;0,18;0,02;0,27;0,73;0,02;0,75;69089,00;67304,00;0,08;0,16;0,04;0,01;0,07;0,07;0,06;0,92;0,02;0,78;72794,00;69303,00;3495,00;0,08;0,84;0,06;0,10;0,53;0,05;3,40;0,08;8,50;0,12;0,05;23459,00;22988,00;1349,00;0,35;9,70;0,02;0,23;0,02;46611,00;41494,00;38760,00;2532,00;0,86;0,00;0,28;0,00;0,31;0,01;2,10;0,50;0,56;6,10;0,02;0,04;0,25;0,61;0,29;0,17;0,02;0,00;0,01;0,03;0,58;0,05;0,05;0,00;0,06;0,01;0,09;0,03;0,14;0,31;0,31;0,16;0,43;0,32;0,43;0,05;0,14;0,03;0,13;0,11;0,06;0,10;1,00;39,00;0,00;0,00;0,00;2,00;1,00;168,00;0,07;0,03;0,90;0,02;0,31;6,17;0,10;0,32;0,00;13,00;0,97;0,21;0,14;0,17;0,12;0,12;0,03;0,01;0,00;35,00;42,00;25,00;0,39;0,18;0,10;0,26;0,13;0,05;0,08;0,10;0,41;0,20;0,21;0,29;0,00;1614,00;0,08;0,04;0,03;0,11;0,03;0,08;0,06;0,00;0,00;0,53;0,37;0,20;0,38;0,23;0,16;1191,00;798,00;394,00;0,21;0,00
positive;0,00;0,00;1,00;0,00;688,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,96;0,00;0,00;0,00;0,00;0,00;40,00;0,10;0,88;0,12;0,79;0,03;0,04;0,06;0,03;0,01;0,03;0,77;0,08;0,03;0,02;0,97;0,00;0,00;0,03;0,27;0,15;0,18;0,71;0,06;0,22;0,42;0,23;0,16;0,08;0,38;0,61;0,15;0,46;51909,00;47206,00;0,11;0,15;0,03;0,01;0,09;0,12;0,08;0,75;0,17;0,44;50940,00;45517,00;3663,00;0,17;0,85;0,07;0,06;0,61;0,04;9,82;0,10;9,70;0,07;0,09;17808,00;14910,00;1622,00;0,43;11,70;0,09;0,17;0,05;33646,00;32514,00;29134,00;2886,00;0,83;0,03;0,23;7,07;0,28;0,02;8,18;0,42;0,50;8,61;0,02;0,06;0,20;0,49;0,43;0,17;0,03;0,01;0,01;0,01;0,54;0,03;0,04;0,00;0,03;0,02;0,05;0,02;0,15;0,28;0,25;0,10;0,32;0,44;0,32;0,15;0,19;0,07;0,14;0,11;0,05;0,09;1,00;49,00;0,00;0,00;0,00;6,00;4,00;212,00;0,05;0,02;0,79;0,05;0,14;3,96;0,09;0,32;0,00;16,00;0,98;0,36;0,18;0,11;0,07;0,06;0,02;0,01;0,00;28,00;35,00;19,00;0,33;0,26;0,12;0,13;0,16;0,08;0,08;0,08;0,46;0,22;0,23;0,22;0,03;778,00;0,10;0,05;0,04;0,46;0,22;0,23;0,05;0,02;0,00;1,32;1,02;0,31;0,29;0,17;0,12;893,00;604,00;288,00;0,16;0,00
negative;0,00;0,00;0,00;0,00;59,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,19;0,88;0,13;0,81;0,00;0,03;0,13;0,00;0,00;0,00;0,83;0,10;0,03;0,00;0,97;0,02;0,00;0,05;0,29;0,00;0,05;0,95;0,00;0,00;0,30;0,48;0,26;0,07;0,29;0,70;0,00;0,00;0,00;0,00;0,00;0,17;0,03;0,00;0,13;0,13;0,13;0,47;0,38;0,30;40779,00;38584,00;2511,00;0,00;0,95;0,03;0,00;0,50;0,09;15,20;0,00;0,00;0,10;0,07;21047,00;21054,00;1809,00;0,00;0,00;0,10;0,26;0,05;0,00;34586,00;34093,00;3471,00;0,77;0,03;0,22;18,80;0,24;0,05;17,60;0,40;0,43;16,70;0,03;0,03;0,07;0,40;0,60;0,24;0,00;0,00;0,03;0,00;0,50;0,09;0,19;0,00;0,00;0,00;0,03;0,15;0,15;0,24;0,26;0,19;0,34;0,45;0,34;0,14;0,40;0,03;0,10;0,15;0,00;0,12;1,00;14,00;0,00;0,00;0,00;1,00;1,00;58,00;0,08;0,00;0,63;0,08;0,08;2,59;0,08;0,54;0,00;0,00;1,00;0,17;0,25;0,13;0,13;0,08;0,00;0,00;0,00;31,00;35,00;27,00;0,29;0,17;0,04;0,13;0,08;0,04;0,00;0,00;0,75;0,29;0,46;0,29;0,08;0,00;0,08;0,04;0,04;0,33;0,17;0,17;0,08;0,00;0,00;0,13;0,00;0,00;0,33;0,17;0,17;264,00;133,00;130,00;0,21;0,00
negative;0,00;0,00;0,00;0,00;428,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;13,00;0,05;0,93;0,07;0,84;0,05;0,06;0,03;0,01;0,00;0,01;0,01;0,98;0,00;0,00;1,00;0,00;0,00;0,01;0,28;0,14;0,09;0,74;0,06;0,19;0,50;0,04;0,00;0,94;0,02;0,98;0,14;0,42;57484,00;47574,00;0,03;0,21;0,05;0,00;0,05;0,05;0,04;0,89;0,16;0,41;55599,00;47530,00;3407,00;0,05;0,00;0,99;0,00;0,97;0,00;6,10;0,03;1,00;0,05;0,05;20126,00;17435,00;2062,00;0,06;1,70;0,11;0,17;0,02;39030,00;33202,00;27927,00;2297,00;0,00;0,81;0,24;7,50;0,27;0,04;13,80;0,45;0,53;8,70;0,00;0,00;0,19;0,24;0,70;0,18;0,04;0,01;0,02;0,03;0,57;0,02;0,04;0,01;0,02;0,03;0,06;0,01;0,08;0,27;0,25;0,00;0,95;0,01;0,95;0,00;0,09;0,08;0,17;0,11;0,00;0,06;0,00;40,00;0,00;1,00;1,00;2,00;2,00;171,00;0,04;0,03;0,81;0,05;0,13;3,81;0,09;0,34;0,01;30,00;0,98;0,36;0,18;0,10;0,07;0,06;0,02;0,00;0,01;28,00;36,00;18,00;0,34;0,29;0,14;0,11;0,18;0,10;0,08;0,06;0,53;0,27;0,27;0,20;0,05;700,00;0,13;0,08;0,05;0,67;0,44;0,22;0,06;0,04;0,00;1,52;1,21;0,31;0,34;0,20;0,12;1090,00;689,00;401,00;0,20;0,00
negative;0,00;0,00;1,00;0,00;1213,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71,00;0,05;0,97;0,05;0,94;0,00;0,03;0,03;0,02;0,05;0,05;0,83;0,01;0,01;0,01;0,99;0,01;0,00;0,02;0,35;0,00;0,03;0,83;0,00;0,17;0,30;0,25;0,16;0,01;0,40;0,60;0,00;0,89;107065,00;104454,00;0,03;0,23;0,07;0,02;0,00;0,03;0,03;0,89;0,03;0,85;104331,00;102990,00;5614,00;0,05;0,94;0,01;0,03;0,51;0,05;3,40;0,00;1,00;0,13;0,09;25078,00;19255,00;2099,00;0,05;1,40;0,05;0,25;0,08;77463,00;52342,00;41366,00;4276,00;0,80;0,00;0,26;3,40;0,36;0,01;3,80;0,46;0,61;7,90;0,00;0,00;0,01;0,20;0,76;0,30;0,06;0,07;0,01;0,04;0,65;0,13;0,02;0,00;0,04;0,06;0,11;0,08;0,26;0,36;0,30;0,10;0,14;0,57;0,13;0,19;0,08;0,02;0,09;0,39;0,13;0,18;0,00;44,00;0,00;0,00;0,00;4,00;1,00;192,00;0,10;0,10;0,78;0,06;0,12;3,36;0,17;0,47;0,00;0,00;0,99;0,30;0,12;0,07;0,08;0,10;0,08;0,08;0,04;48,00;65,00;30,00;0,31;0,24;0,07;0,28;0,06;0,02;0,04;0,04;0,73;0,37;0,36;0,25;0,12;290,00;0,36;0,20;0,16;2,53;1,40;1,13;0,13;0,17;0,02;1,68;0,83;1,05;0,46;0,28;0,18;2427,00;1422,00;1005,00;0,22;1,00
negative;0,00;0,00;1,00;0,00;5836,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;98,00;0,11;0,89;0,12;0,83;0,03;0,06;0,05;0,05;0,00;0,03;0,91;0,03;0,00;0,00;0,99;0,00;0,00;0,01;0,33;0,00;0,06;0,81;0,04;0,16;0,40;0,13;0,10;0,03;0,56;0,44;0,08;0,75;74126,00;73337,00;0,00;0,21;0,03;0,01;0,11;0,11;0,11;0,86;0,11;0,73;71214,00;66760,00;3630,00;0,03;0,97;0,01;0,01;0,59;0,02;2,40;0,00;1,00;0,08;0,06;20709,00;20424,00;1733,00;0,05;1,30;0,05;0,23;0,03;48703,00;45272,00;44287,00;2870,00;0,87;0,00;0,27;0,00;0,33;0,00;0,00;0,51;0,61;2,80;0,03;0,17;0,32;0,54;0,37;0,19;0,05;0,01;0,02;0,01;0,62;0,03;0,07;0,00;0,05;0,04;0,10;0,03;0,06;0,33;0,31;0,06;0,38;0,44;0,35;0,21;0,16;0,00;0,17;0,20;0,03;0,06;1,00;48,00;0,00;0,00;0,00;11,00;7,00;207,00;0,07;0,04;0,89;0,03;0,22;5,23;0,16;0,36;0,01;24,00;0,99;0,25;0,13;0,12;0,11;0,15;0,04;0,03;0,00;37,00;46,00;26,00;0,43;0,24;0,11;0,30;0,13;0,06;0,07;0,10;0,48;0,22;0,25;0,31;0,01;795,00;0,15;0,09;0,06;0,20;0,07;0,12;0,07;0,04;0,00;0,57;0,36;0,21;0,46;0,25;0,19;1119,00;713,00;405,00;0,27;0,00
negative;0,00;0,00;1,00;0,00;7201,00;0,00;0,00;0,00;0,00;0,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,98;101,00;0,06;0,92;0,09;0,91;0,02;0,04;0,04;0,02;0,02;0,03;0,80;0,02;0,03;0,03;0,97;0,00;0,00;0,03;0,23;0,03;0,00;0,59;0,08;0,31;0,40;0,11;0,08;0,02;0,51;0,50;0,17;0,65;68029,00;66314,00;0,10;0,19;0,04;0,03;0,04;0,06;0,00;0,79;0,15;0,66;70092,00;66391,00;5629,00;0,08;0,99;0,01;0,01;0,73;0,03;5,90;0,11;10,90;0,10;0,09;18365,00;11561,00;1669,00;0,41;12,40;0,05;0,20;0,08;48030,00;39717,00;36237,00;4036,00;0,98;0,00;0,22;0,00;0,25;0,01;4,20;0,40;0,50;8,10;0,05;0,04;0,15;0,24;0,72;0,21;0,02;0,00;0,02;0,01;0,53;0,04;0,07;0,00;0,02;0,03;0,04;0,03;0,22;0,25;0,23;0,03;0,33;0,47;0,32;0,22;0,11;0,03;0,09;0,24;0,11;0,16;0,00;42,00;0,00;0,00;0,00;6,00;4,00;182,00;0,09;0,04;0,80;0,07;0,09;3,38;0,11;0,47;0,01;37,00;0,99;0,27;0,15;0,11;0,12;0,11;0,05;0,01;0,00;36,00;45,00;26,00;0,35;0,22;0,08;0,19;0,08;0,04;0,04;0,04;0,66;0,32;0,35;0,24;0,08;500,00;0,19;0,11;0,08;1,57;0,77;0,80;0,09;0,07;0,00;2,35;1,97;0,38;0,45;0,24;0,20;1397,00;801,00;596,00;0,27;1,00
